Street,Area,City,Price,Alicuota,sqms,sqm_cov,Rooms,Toilets,Garages,Url,PricePerSqm,lat,lng
Republica del Salvador y Suecia,Centro Norte,Quito,650,['0'],75,['75'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-republica-del-salvador-2-dorm.-57789118.html,8.666666666666666,-0.1797393,-78.4798331
Gonzalez Suarez y Ernesto Noboa Caamaño,González Suárez,Quito,1300,['0'],220,['220'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/3-dorm.-amoblado-gonzalez-suarez-$1.300-mariela-57907440.html,5.909090909090909,-0.1983505,-78.4793691
Valle 2,Sangolqui,Quito,550,['0'],200,['140'],['2'],['1'],['2'],https://www.plusvalia.com/propiedades/inmobusiness-arrienda-departamento-por-estrenar-en-los-57752657.html,2.75,-0.2942909,-78.46538819999999
NAYON,Nayón - Tanda,Quito,880,['40'],320,['250'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/hermoso-duplex.-250-m-sup2--mas-2-terrazas-57739432.html,2.75,-0.1806532,-78.4678382
REPUBLICA DEL SALVADOR,Centro Norte,Quito,1200,['200'],140,['140'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-de-tres-dorm.-amoblado-57905420.html,8.571428571428571,-0.1816018,-78.48028
UTE,Centro Norte,Quito,600,['1'],150,['132'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/renta-alquiler-departamento-sector-ute-cine-mark-av-57718162.html,4.0,-0.1770027,-78.47880719999999
Pusuqui,Norte de Quito,Quito,450,['0'],80,['80'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/pusuqui-departamento-80-m-sup2--3-habitaciones-2-57773525.html,5.625,-0.0697341,-78.45956439999999
Conocoto,Conocoto,Quito,480,['0'],250,['250'],['5'],['2'],['1'],https://www.plusvalia.com/propiedades/valle-de-los-chillos-conocoto-renta-de-departamento-57780303.html,1.92,-0.3069491,-78.5018999
LA CAROLINA,Centro Norte,Quito,400,['60'],59,['59'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/arriendo-suite-sin-muebles-la-carolina-57735535.html,6.779661016949152,-0.1854961,-78.4837189
machala y legarda,Centro de Quito,Quito,300,['1'],100,['100'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-en-machala-y-legarda-57812233.html,3.0,-0.114563,-78.4995951
Shyris y Portugal ,La Carolina,Quito,1100,['1'],127,['110'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/renta-departamento-amoblado-con-vista-a-la-carolina-57832809.html,8.661417322834646,-0.1814447,-78.4817892
RICARDO DESCALZI Y CALLE T,El Condado,Quito,700,['0'],280,['240'],['4'],['2'],['2'],https://www.plusvalia.com/propiedades/rento-amplio-y-moderno-departamento-en-la-urbanizacion-57907351.html,2.5,-0.1083959,-78.5112874
Diego de Almagro y Republica,Centro de Quito,Quito,500,['150'],130,['130'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/en-renta-comodo-departamento-centro-norte-57924069.html,3.8461538461538463,-0.1955337,-78.48415969999999
Urbanizacion Quito Tenis calle A y Cabildos. Edificio Ivsemon Tenis 1.,El Bosque ,Quito,620,['113'],160,['160'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/departamento.-urbanizacion-quito-tennis-57706975.html,3.875,-0.1621321,-78.49456599999999
Norte,Quito,Pichincha,1500,['180'],143,['143'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/inmobusiness-arrienda-departamento-con-acabados-de-57835505.html,10.48951048951049,-0.3122637,-78.54190489999999
,La Carolina,Quito,750,['0'],85,['85'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-amoblado-57799054.html,8.823529411764707,-0.1854961,-78.4837189
Interoceánica,Miravalle,Quito,730,['90'],175,['150'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/moderno-departamento-de-arriendo-en-miravalle-3-dorm-57808000.html,4.171428571428572,-0.180297,-78.486693
Diego de Almagro y Republica ,Centro Norte,Quito,520,['130'],130,['130'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/en-renta-departamento-diego-de-almagro-y-republica-57924132.html,4.0,-0.1955337,-78.48415969999999
,Centro Norte,Quito,450,['100'],90,['90'],['2'],['3'],['1'],https://www.plusvalia.com/propiedades/alquilo-apartamento-90-m.-rep.-del-salvador-$550-58003365.html,5.0,-0.1775545,-78.4862109
av. jaime roldos aguilera y j. jimenez,Carcelén,Quito,260,['1'],120,['120'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-renta-carcelen-$260-57811744.html,2.1666666666666665,-0.086353,-78.4743795
LOS CABILDOS ,Centro Norte,Quito,2575,['425'],750,['600'],['4'],['3'],['2'],https://www.plusvalia.com/propiedades/quito-tennis-penthouse-duplex-amoblado-3-dorm.-estudio-57987273.html,3.433333333333333,-0.1664491,-78.49509710000001
PRIMAVERA,Cumbayá,Quito,710,['40'],150,['150'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/arriendo-lindo-departamento-3-dorm-cumbaya-57702677.html,4.733333333333333,-0.1806532,-78.4678382
CHARLES DARWIN Y HIDALGO PINTO,Quito Tenis,Quito,1200,['300'],432,['432'],['4'],['5'],['2'],https://www.plusvalia.com/propiedades/departamento-en-renta-arriendo-quito-tenis-el-57918365.html,2.7777777777777777,-0.165535,-78.4930914
00 Incluido Alícuota - Sector La PaZ,Centro Norte,Quito,800,['245'],160,['160'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-centro-norte-57702358.html,5.0,-0.1287365,-78.5199399
,Norte de Quito,Quito,320,['0'],215,['200'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-vaca-de-castro-57927261.html,1.4883720930232558,-0.3122637,-78.54190489999999
La Mariscal,Centro Norte,Quito,700,['0'],80,['80'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/la-mariscal-departamento-80-m-sup2--2-habitaciones-57923648.html,8.75,-0.3122566,-78.5418531
Avigiras y Guayacanes. Urbanización Jardines de Amagasí.,Norte de Quito,Quito,430,['57'],80,['60'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-con-patio-privado-en-renta.-urbanizacion-57730080.html,5.375,-0.1377725,-78.4641989
Rio de Janeiro y 10 de Agosto,Centro Norte,Quito,350,['1'],100,['100'],['3'],['1'],['0'],https://www.plusvalia.com/propiedades/departamento-en-renta-de-3-dorm.-en-la-10-de-agosto-57821304.html,3.5,-0.2098403,-78.5007203
quito bellavista,Bellavista,Quito,800,['168'],135,['135'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/me-sector-bellavista-se-renta-hermoso-departamento!-57923966.html,5.925925925925926,-0.1817274,-78.4754603
Colegio La Inmaculada,González Suárez,Quito,900,['150'],120,['115'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/rento-departamento-2-dorm-amoblado-gonzalez-suarez-57800323.html,7.5,-0.1991015,-78.4801099
Sierra del moral,Monteserrín,Quito,1200,['300'],230,['210'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-en-alquiler-monteserin-urbanizacion-57816373.html,5.217391304347826,-0.1593652,-78.4511915
,Norte de Quito,Quito,400,['50'],85,['85'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-3-dorm.-sector-monteserrin-57857981.html,4.705882352941177,-0.3122637,-78.54190489999999
quiteño libre,Centro Norte,Quito,1500,['1'],225,['192'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/rento-departamento-quiteno-libre-vista-espectacular-57908576.html,6.666666666666667,-0.1868275,-78.4758026
av los Granados ,Norte de Quito,Quito,450,['48'],100,['100'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-de-3-dorm.-sector-granados-57761867.html,4.5,-0.1669476,-78.4704671
Gonzales Suarez,Centro Norte,Quito,3500,['300'],270,['270'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/exclusivo-departamento-amoblado-vista-panoramica-57816787.html,12.962962962962964,-0.197548,-78.4801671
,Centro Norte,Quito,350,['0'],110,['110'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-2-habitaciones-cerca-sector-las-57793760.html,3.1818181818181817,-0.1775545,-78.4862109
,Norte de Quito,Quito,475,['0'],150,['150'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-la-y-norte-57835031.html,3.1666666666666665,-0.3122637,-78.54190489999999
Cumbaya,Cumbayá,Quito,1400,['400'],350,['265'],['3'],['3'],['3'],https://www.plusvalia.com/propiedades/luxury-apartment!-for-rent-terrace-view-cumbaya-57816003.html,4.0,-0.1806532,-78.4678382
GONZALES SUAREZ,González Suárez,Quito,850,['2'],110,['110'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-o-vendo-departamento-sector-gonzalez-suarez-57855815.html,7.7272727272727275,-0.197548,-78.4801671
Plaza de Toros,Centro Norte,Quito,250,['50'],40,['40'],['2'],['1'],['0'],https://www.plusvalia.com/propiedades/se-renta-acogedora-suite-todo-incluido-sector-plaza-de-57999123.html,6.25,-0.1632885,-78.48366039999999
Shirys ,Centro Norte,Quito,588,['112'],122,['106'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-3-habitaciones-con-balcon-57772527.html,4.819672131147541,-0.1748886,-78.4805973
,Norte de Quito,Quito,780,['230'],252,['252'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-quito-tenis-norte-57754927.html,3.0952380952380953,-0.3122637,-78.54190489999999
,Iñaquito Alto,Quito,700,['135'],99,['99'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-renta-sector-eloy-alfaro-57696511.html,7.070707070707071,-0.1728849,-78.50502689999999
Carvajal,El Bosque ,Quito,600,['0'],145,['130'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-clarito-3-dorm.-x-el-bosque-57836313.html,4.137931034482759,-0.1613117,-78.4959868
Mariano Paredes,Ponceano,Quito,575,['0'],110,['110'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-ponceano-57704234.html,5.2272727272727275,-0.1001616,-78.48110989999999
,La Carolina,Quito,600,['0'],72,['72'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/se-arrienda-comodo-departamento-en-la-carolina-57705951.html,8.333333333333334,-0.1854961,-78.4837189
El Inca,Centro Norte,Quito,400,['100'],77,['77'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/se-renta-amplio-y-comodo-departamento-sector-el-inca-57924295.html,5.194805194805195,-0.1568082,-78.4794568
Suecia y Finlandia,Centro Norte,Quito,510,['0'],50,['50'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/rento-suite-sin-muebles-republica-del-salvador-57757812.html,10.2,-0.179602,-78.4806394
Sector Gonzalez Suarez,González Suárez,Quito,550,['1'],65,['65'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/alquiler-arriendo-suite-65-m-sup2--sector-gonzalez-57763077.html,8.461538461538462,-0.2003781,-78.479858
Universidad San Francisco de Quito,Cumbayá,Quito,690,['40'],80,['80'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-comodo-x-universidad-san-57736053.html,8.625,-0.1961479,-78.43642969999999
Conocoto,Conocoto,Quito,400,['0'],110,['95'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/renta-departamento-de-3-dorm.-en-conocoto-a-3-cuadras-57851615.html,3.6363636363636362,-0.3069491,-78.5018999
,Ponceano,Quito,400,['40'],100,['82'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-con-patio-sector-ponceano-alto-57709831.html,4.0,-0.1212732,-78.4894015
Luis Armendaris y Eloy Alfaro,El Batán,Quito,450,['1'],130,['120'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-renta-el-batan.-2-dorm.-usd450.-57710019.html,3.4615384615384617,-0.1808526,-78.47505749999999
av. edmundo chiriboga y zamora,Norte de Quito,Quito,260,['0'],50,['50'],['2'],['1'],['0'],https://www.plusvalia.com/propiedades/se-arrienda-dpto-2-dorm.-no-mascota-sector-prensa-57833230.html,5.2,-0.1560421,-78.4892017
,Centro Norte,Quito,950,['1'],135,['135'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/hermoso-departamento-republica-del-salvador-tres-dorm.-57813268.html,7.037037037037037,-0.1775545,-78.4862109
,Cumbayá,Quito,1400,['227'],244,['244'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/excelente-amplio-57910131.html,5.737704918032787,-0.2107252,-78.44108949999999
NACIONES UNIDAS Y AMAZONAS,Centro de Quito,Quito,2300,['200'],210,['180'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-3-dorm.-edificio-one-57766472.html,10.952380952380953,-0.1757407,-78.4854979
,Tumbaco,Quito,360,['5'],120,['120'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-comodo-departamento-en-tumbaco-58004242.html,3.0,-0.210691,-78.39559860000001
Coruña y González Suárez,Centro Norte,Quito,850,['1'],100,['85'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/en-renta-exclusivo-departamento-amoblado-de-2-dorm.-57995510.html,8.5,-0.1955935,-78.4803367
QUITO TENIS,Quito Tenis,Quito,1250,['230'],230,['200'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/alquiler-departamento-quito-tenis-centro-norte-57706845.html,5.434782608695652,-0.1659935,-78.4936632
Gonzalez Suarez,González Suárez,Quito,1250,['1'],130,['130'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/alquiler-arriendo-lindo-departamento-130-m-sup2--57776085.html,9.615384615384615,-0.197548,-78.4801671
Urbanización Vista Grande,San Isidro - Vista Grande,Quito,1400,['0'],240,['240'],['3'],['4'],['2'],https://www.plusvalia.com/propiedades/departamento-de-venta-en-vista-grande-amplio.-57719668.html,5.833333333333333,-0.1883454,-78.4485353
,Bellavista,Quito,750,['177'],180,['180'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/departamento-de-arriendo-en-la-bosmediano-57867835.html,4.166666666666667,-0.1872127,-78.4759048
Av. Real Audiencia,Norte de Quito,Quito,400,['66'],89,['79'],['2'],['0'],['1'],https://www.plusvalia.com/propiedades/bonito-departamento-2-dorm.-de-venta-o-renta-57920551.html,4.49438202247191,-0.1173859,-78.4836813
La Carolina,Centro Norte,Quito,650,['0'],90,['90'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/la-carolina-departamento-90-m-sup2--2-habitaciones-57754674.html,7.222222222222222,-0.1854961,-78.4837189
REPÚBLICA DEL SALVADOR,Centro Norte,Quito,900,['1'],90,['90'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-republica-del-salvador-de-lujo-57718264.html,10.0,-0.1816018,-78.48028
colon,Centro Norte,Quito,480,['1'],90,['90'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/hm-sector-la-colon-usd-480-se-arrienda-hermoso-57907432.html,5.333333333333333,-0.1987032,-78.4901118
Santa Lucia,Norte de Quito,Quito,410,['0'],89,['89'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/santa-lucia-departamento-89-m-sup2--3-habitaciones-57775534.html,4.606741573033708,-0.1264767,-78.4773646
Urb Orquideas del Norte,Norte de Quito,Quito,350,['40'],128,['113'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/rento-apartamento-2-dorm.-113-m-sup2--seguridad-58005995.html,2.734375,-0.1392068,-78.46373919999999
quito av el bosque,El Bosque ,Quito,2000,['1'],242,['242'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/me-sector-el-bosque-rento-hermoso-departamento!-57799353.html,8.264462809917354,-0.1623087,-78.4965113
Los Cabildos ,Quito Tenis,Quito,1300,['0'],160,['160'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/departamento-amoblado-con-excelente-vista.-barrio-57786938.html,8.125,-0.1664491,-78.49509710000001
Juan Galidez y 10 de Agosto,Centro Norte,Quito,500,['1'],70,['70'],['0'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-semi-amoblado-cerca-de-las-naciones-57753585.html,7.142857142857143,-0.1767217,-78.48871659999999
QUICENTRO,Centro Norte,Quito,525,['125'],75,['75'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/alquiler-de-departamento-dos-habitaciones-sin-57913189.html,7.0,-0.1761841,-78.4793361
ELOY ALFARO Y 6 DE DICIEMBRE ,Centro Norte,Quito,530,['110'],80,['80'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/suite-amplia-en-renta-80-m-sup2--eloy-alfaro-57833209.html,6.625,-0.1870248,-78.4796336
,Norte de Quito,Quito,350,['0'],92,['92'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-la-prensa-norte-57995401.html,3.8043478260869565,-0.3122637,-78.54190489999999
Granda Centeno,Granda Centeno,Quito,500,['40'],160,['145'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-amplio-clarito-balcon-por-la-57717476.html,3.125,-0.1728797,-78.4965043
,Quito Tenis,Quito,800,['200'],110,['110'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/hermoso-departamento-de-renta-quito-tenis-57907002.html,7.2727272727272725,-0.1659935,-78.4936632
,Tumbaco,Quito,580,['0'],150,['150'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/hermoso-departamento-grande-en-tumbaco-los-57908549.html,3.8666666666666667,-0.210691,-78.39559860000001
Republica del salvador,Centro Norte,Quito,1000,['150'],73,['73'],['3'],['1'],['3'],https://www.plusvalia.com/propiedades/arriendo-departamento-en-republica-del-salvador-57794005.html,13.698630136986301,-0.1816018,-78.48028
Nayon Renta Suite Lindo Jardin Disponible Febrero 15,Nayón - Tanda,Quito,450,['0'],90,['90'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-nayon-tanda-57848441.html,5.0,-0.1577503,-78.438969
SIERRA DEL MORAL - LOMAS DE MONTESERRIN,Monteserrín,Quito,1200,['200'],222,['192'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/depto-3-dorm.-vista-a-los-valles-192-m-sup2--30-57919961.html,5.405405405405405,-0.1598569,-78.4514154
Avenida de los Granados,Centro Norte,Quito,700,['100'],113,['110'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-a-estrenar-de-3-dorm-udla-granados-58010543.html,6.1946902654867255,-0.1669476,-78.4704671
La Carolina ,La Carolina,Quito,1050,['150'],95,['95'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-amoblado-carolina-moderno-con-57718699.html,11.052631578947368,-0.1854961,-78.4837189
republica del salvador y moscu,Centro Norte,Quito,600,['0'],90,['90'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/2-dorm.-amoblado-$600-republica-del-salvador-57694788.html,6.666666666666667,-0.1843955,-78.48071449999999
,Norte de Quito,Quito,430,['0'],100,['100'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-de-3-dorm.-sector-jipijapa-57912817.html,4.3,-0.3122637,-78.54190489999999
República del Salvador,La Carolina,Quito,750,['0'],70,['70'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/republica-salv-2-hab-amoblado-piscina-750-57986931.html,10.714285714285714,-0.1800651,-78.47982309999999
Naciones Unidas y Amazonas,Centro Norte,Quito,1200,['108'],115,['83'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/se-arrienda-departamento-por-estrenar-de-2-dorm.-en-57832566.html,10.434782608695652,-0.1757407,-78.4854979
Hidalgo de pinto y Mariano Echeverria,Centro Norte,Quito,1600,['190'],160,['160'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-en-el-quito-tenis-a-estrenar-57805158.html,10.0,-0.1646346,-78.49362110000001
,Centro Norte,Quito,500,['40'],145,['145'],['0'],['3'],['1'],https://www.plusvalia.com/propiedades/departamentos-de-arriendo-de-3-dorm.-en-la-granda-57845054.html,3.4482758620689653,-0.1775545,-78.4862109
BELLAVISTA BAJA,Centro Norte,Quito,500,['89'],100,['100'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-cerca-del-cne-con-2-parqueaderos-57694765.html,5.0,-0.1806532,-78.4678382
Colegio Martín Cereré,Centro Norte,Quito,500,['120'],120,['90'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/rento-comodo-departamento-sector-martin-cerere-57839372.html,4.166666666666667,-0.0880613,-78.4658158
,Centro Norte,Quito,250,['0'],40,['40'],['1'],['1'],['1'],https://www.plusvalia.com/propiedades/rento-oficina-40-m-sup2--sector-benalcazar-1000-el-57821590.html,6.25,-0.1775545,-78.4862109
LA CAROLINA,Centro Norte,Quito,1300,['300'],260,['260'],['4'],['4'],['2'],https://www.plusvalia.com/propiedades/alquiler-de-departamento-cuatro-habitaciones-57754496.html,5.0,-0.1854961,-78.4837189
LA CAROLINA,Centro Norte,Quito,600,['150'],110,['110'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/alquiler-de-departamento-tres-habitaciones-amoblado.-57778237.html,5.454545454545454,-0.1854961,-78.4837189
Av. Gonzalez Suarez,Centro Norte,Quito,1500,['300'],226,['226'],['3'],['3'],['2'],https://www.plusvalia.com/propiedades/en-renta-dpto-amoblado-de-lujo-57923803.html,6.6371681415929205,-0.1949235,-78.47786769999999
,Granda Centeno,Quito,750,['145'],121,['121'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-amoblado-granda-centeno-57746513.html,6.198347107438017,-0.1728797,-78.4965043
LAS BUGANBILLAS E 197 Y EL CARRIZAL TOLA GRANDE,Tumbaco,Quito,300,['0'],60,['60'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/alquiler-de-apartamento-57747600.html,5.0,-0.2090344,-78.3787279
REPUBLICA DEL SALVADOR,Centro Norte,Quito,900,['0'],130,['102'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/amoblado-dos-habitaciones-muy-lindo-r.-del-salvador-57784569.html,6.923076923076923,-0.1816018,-78.48028
AV MARISCAL SUCRE Y  FERNANDEZ SALVADOR,San Carlos,Quito,300,['20'],100,['87'],['3'],['1'],['1'],https://www.plusvalia.com/propiedades/rento-departamento-sector-san-carlos-en-av-57983126.html,3.0,-0.2474218,-78.5353014
Republica del Salvador,Norte de Quito,Quito,750,['0'],59,['1'],['1'],['1'],['0'],https://www.plusvalia.com/propiedades/suite-en-renta-norte-de-quito-57751448.html,12.711864406779661,-0.1816018,-78.48028
,Quito Tenis,Quito,700,['0'],110,['84'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/re-max-futuro-arrienda-moderno-departamento-sector-57694851.html,6.363636363636363,-0.1659935,-78.4936632
Diego de almagro y Bulgaria,Centro Norte,Quito,950,['1'],220,['220'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/en-renta-departamento-amoblado-de-3-dorm.-en-la-diego-57909752.html,4.318181818181818,-0.1930035,-78.4828077
Eloy Alfaro y Juan de Dios Martinez,Norte de Quito,Quito,340,['10'],110,['110'],['3'],['1'],['0'],https://www.plusvalia.com/propiedades/departamento-en-arriendo-eloy-alfaro-estadio-olimpico-57984554.html,3.090909090909091,-0.2966937,-78.4445744
Machalilla,Cumbayá,Quito,580,['60'],100,['100'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/departamento-de-arriendo-sector-cumbaya-57988648.html,5.8,-0.1806532,-78.4678382
Jorge Piedra y Machala sector Andalucia,Norte de Quito,Quito,450,['0'],120,['80'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/alquilo-departamento-amoblado-con-terraza.-andalucia-57776164.html,3.75,-0.1395026,-78.4961869
Avenida LA Coruña,Centro Norte,Quito,3450,['0'],360,['295'],['3'],['3'],['3'],https://www.plusvalia.com/propiedades/departamento-centro-norte-57930123.html,9.583333333333334,-0.2015864,-78.4828962
PORTUGAL Y SHYRIS,La Carolina,Quito,570,['230'],110,['110'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/departamento-de-renta-la-carolina-57859619.html,5.181818181818182,-0.1814447,-78.4817892
Republica del salvador,La Carolina,Quito,550,['0'],71,['56'],['2'],['2'],['1'],https://www.plusvalia.com/propiedades/arriendo-departamento-amoblado-comodo-en-la-57736281.html,7.746478873239437,-0.1800651,-78.47982309999999
Juan Ampudia N 63-54 y Sabanilla,Norte de Quito,Quito,350,['0'],210,['174'],['3'],['3'],['1'],https://www.plusvalia.com/propiedades/amplio-y-comodo-departamento-57851939.html,1.6666666666666667,-0.1208141,-78.4943345
Republica Salvador,Centro Norte,Quito,700,['100'],110,['100'],['2'],['2'],['0'],https://www.plusvalia.com/propiedades/departamento-en-alquiler-sector-carolina-57725629.html,6.363636363636363,-0.1816018,-78.48028
,El Bosque ,Quito,700,['0'],88,['88'],['2'],['3'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-2-dorm.-sector-el-bosque-57785009.html,7.954545454545454,-0.1637022,-78.4993452
La Carolina,Centro Norte,Quito,1200,['0'],110,['110'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/la-carolina-departamento-110-m-sup2--3-57854794.html,10.909090909090908,-0.1854961,-78.4837189
cumbaya,Cumbayá,Quito,3000,['0'],260,['260'],['3'],['3'],['3'],https://www.plusvalia.com/propiedades/departamento-de-venta-o-arriendo-cumbaya-57930354.html,11.538461538461538,-0.1806532,-78.4678382
,Centro Norte,Quito,700,['100'],130,['130'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-hermoso-dpto-a-estrenar.-2-dorm.-2-garaje.-2-57912976.html,5.384615384615385,-0.1775545,-78.4862109
Avenida de los Shyris,Centro Norte,Quito,1600,['1'],110,['110'],['4'],['3'],['2'],https://www.plusvalia.com/propiedades/-a-departamento-en-renta-en-av-de-los-shyris-57720854.html,14.545454545454545,-0.1748886,-78.4805973
BRASIL,Norte de Quito,Quito,460,['0'],59,['59'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/se-arrienda-dpto-2-dorm.-amoblado-sector-brasil-57732383.html,7.796610169491525,-0.1806532,-78.4678382
batan,Centro Norte,Quito,500,['0'],80,['80'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/hm-batan-usd-500-se-arrienda-departamento-80-m-sup2-58002745.html,6.25,-0.171063,-78.47845269999999
Hospital Militar,Centro de Quito,Quito,280,['35'],70,['70'],['2'],['1'],['0'],https://www.plusvalia.com/propiedades/se-renta-bonito-departamento-ideal-para-familia-57998953.html,4.0,-0.2114453,-78.50700859999999
,Norte de Quito,Quito,500,['0'],90,['90'],['2'],['1'],['1'],https://www.plusvalia.com/propiedades/departamento-amoblado-en-arriendo-rio-coca-norte-de-57761197.html,5.555555555555555,-0.3122637,-78.54190489999999
,El Condado,Quito,450,['60'],141,['141'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/urb-el-condado-3-dorm.-57912685.html,3.1914893617021276,-0.1054104,-78.5133372
Mariano Pozo,Ponceano,Quito,400,['50'],120,['100'],['2'],['2'],['2'],https://www.plusvalia.com/propiedades/arriendo-departamento-sector-ponceano-58004785.html,3.3333333333333335,-0.09736389999999999,-78.4796434
,El Condado,Quito,500,['200'],150,['150'],['3'],['2'],['2'],https://www.plusvalia.com/propiedades/de-renta-elegante-departamento-urb.-el-condado-57858710.html,3.3333333333333335,-0.1054104,-78.5133372
Quicentro ,Centro Norte,Quito,400,['50'],150,['150'],['3'],['2'],['1'],https://www.plusvalia.com/propiedades/rau-se-renta-comodo-departamento-en-sector-quicentro.-57835916.html,2.6666666666666665,-0.1761841,-78.4793361
